word,length,fre,pmi,entropy
难道,2,8.615416426152958e-05,3.9240794372470473,1.9730014063936125
一边儿,3,8.615416426152958e-05,3.3417040462175436,1.9730014063936125
在屋里,3,8.615416426152958e-05,3.3123784019216993,1.9730014063936125
等等,2,8.615416426152958e-05,4.35650035534374,1.9730014063936123
顶好,2,8.615416426152958e-05,3.6824472383358433,1.9730014063936123
自行车,3,9.476958068768254e-05,4.94536257829523,1.9722469794234416
白房子,3,9.476958068768254e-05,4.224162230144275,1.9722469794234414
五块钱,3,0.00012061582996614141,5.321598048088456,1.9701814400260844
孩子们,3,0.00012923124639229437,4.183222526248333,1.9686932085049351
声音,2,0.00025846249278458874,6.0976924049623955,1.9673564415668976
在那里,3,0.00012061582996614141,4.137203406456845,1.9652370493802307
男人,2,0.00012061582996614141,3.8952983523548657,1.9652370493802307
哪里,2,0.00024123165993228282,3.925213669362712,1.960121598027769
机会,2,0.00013784666281844733,5.349768925055152,1.9600951351245586
爽性,2,6.0307914983070705e-05,7.3387712171652595,1.945910149055313
女仆,2,6.0307914983070705e-05,5.51348905589856,1.945910149055313
怎办呢,3,6.0307914983070705e-05,5.323868196622994,1.945910149055313
夜间,2,6.0307914983070705e-05,4.838360380841293,1.945910149055313
在家里,3,6.0307914983070705e-05,4.174943734439691,1.945910149055313
作饭,2,6.0307914983070705e-05,3.7184788727148943,1.945910149055313
老人们,3,6.0307914983070705e-05,3.629272475848587,1.945910149055313
贴着,2,6.0307914983070705e-05,3.5470343776116153,1.945910149055313
开开,2,6.0307914983070705e-05,3.2897569024424627,1.945910149055313
他的腿,3,6.0307914983070705e-05,3.2815662018926153,1.945910149055313
也不愿,3,6.0307914983070705e-05,3.1911073209263505,1.945910149055313
得象个,3,6.0307914983070705e-05,3.1308612552309785,1.945910149055313
极快的,3,6.0307914983070705e-05,3.0349108951300248,1.945910149055313
使他们,3,6.0307914983070705e-05,3.0023721393432505,1.945910149055313
得慌,2,0.0001033849971138355,3.8994321976081654,1.9356005054539458
空中,2,0.0001033849971138355,3.639689095050952,1.9356005054539458
相信,2,0.00014646207924460028,7.198079690712006,1.9254081650860662
规矩,2,0.00011200041353998845,8.449254386055088,1.9251211907908183
阳光,2,0.00011200041353998845,5.56786679363327,1.9251211907908183
挂着,2,0.00011200041353998845,3.4421547467911395,1.9251211907908181
剩下,2,0.00024123165993228282,5.105178995658165,1.924605680345058
懒得,2,0.00012061582996614141,3.9322220204311567,1.9085352816435601
错儿,2,0.00012061582996614141,3.6187528623679555,1.90853528164356
孙侦探,3,0.0001033849971138355,7.636605661081058,1.9072839993213795
铺户,2,0.0001033849971138355,6.982917317261661,1.9072839993213795
找不到,3,0.0001033849971138355,4.553440472412991,1.9072839993213795
饭吃,2,0.0001033849971138355,4.2235738217719,1.9072839993213795
棺材,2,6.892333140922366e-05,9.582515810136371,1.9061547465398496
谨慎,2,6.892333140922366e-05,9.464732774479987,1.9061547465398496
维持,2,6.892333140922366e-05,8.87386444304046,1.9061547465398496
媳妇,2,6.892333140922366e-05,7.924287733532839,1.9061547465398496
哲学,2,6.892333140922366e-05,7.7701370537055805,1.9061547465398496
照旧,2,6.892333140922366e-05,6.497171377892694,1.9061547465398496
帮忙,2,6.892333140922366e-05,6.076583108210309,1.9061547465398496
喝醉,2,6.892333140922366e-05,6.009468171547557,1.9061547465398496
比以前,3,6.892333140922366e-05,5.830808281239565,1.9061547465398496
黑云,2,6.892333140922366e-05,5.784221570036569,1.9061547465398496
亲友,2,6.892333140922366e-05,5.747103907080065,1.9061547465398496
苦奔,2,6.892333140922366e-05,5.555770002348436,1.9061547465398496
如此,2,6.892333140922366e-05,5.442361711882977,1.9061547465398496
吃饱,2,6.892333140922366e-05,5.316320990987611,1.9061547465398496
小鱼,2,6.892333140922366e-05,4.811831185670706,1.9061547465398496
晚间,2,6.892333140922366e-05,4.789570216671862,1.9061547465398496
往前走,3,6.892333140922366e-05,4.634421034515014,1.9061547465398496
马路上,3,6.892333140922366e-05,3.960304989173982,1.9061547465398496
两条,2,6.892333140922366e-05,3.686048991650669,1.9061547465398496
朋友们,3,6.892333140922366e-05,3.6824472383358433,1.9061547465398496
快活,2,6.892333140922366e-05,3.5805596183159683,1.9061547465398496
事实,2,6.892333140922366e-05,3.408729706234435,1.9061547465398496
马上就,3,6.892333140922366e-05,3.399527386094641,1.9061547465398496
在屋中,3,6.892333140922366e-05,3.318076423036337,1.9061547465398496
车厂子,3,6.892333140922366e-05,3.2590813341006886,1.9061547465398496
放手,2,6.892333140922366e-05,3.1792003377210976,1.9061547465398496
拉着车,3,6.892333140922366e-05,3.1746565182650066,1.9061547465398496
一直到,3,6.892333140922366e-05,3.128349619131875,1.9061547465398496
脾气,2,0.00012923124639229437,5.762608093616031,1.8989267893363289
城里,2,0.0002240008270799769,4.185855280518757,1.8979404902547294
毛钱,2,0.00012923124639229437,4.091307935445146,1.8943120247335319
娘们,2,0.00012923124639229437,3.905590789650053,1.8943120247335319
老车夫,3,9.476958068768254e-05,3.36790771171418,1.893788232391138
不愿再,3,9.476958068768254e-05,3.7267928886270525,1.8937882323911377
无论,2,0.00019815457780151803,5.709504843983241,1.8913187591243728
惭愧,2,7.753874783537662e-05,8.828744007759992,1.8891591637540217
尘土,2,7.753874783537662e-05,7.533032455997327,1.8891591637540217
洗洗,2,7.753874783537662e-05,6.15888672573231,1.8891591637540217
雪花,2,7.753874783537662e-05,4.979848754366398,1.8891591637540217
遇见,2,7.753874783537662e-05,4.542861233639012,1.8891591637540217
向大家,3,7.753874783537662e-05,4.263987402972204,1.8891591637540217
陪着,2,7.753874783537662e-05,4.005988170670766,1.8891591637540217
好不好,3,7.753874783537662e-05,3.8002302739922267,1.8891591637540217
坐起来,3,7.753874783537662e-05,3.7176622128083383,1.8891591637540217
嘴唇,2,7.753874783537662e-05,6.4470215942072215,1.8891591637540215
打架,2,7.753874783537662e-05,5.1707281283016595,1.8891591637540215
好汉,2,7.753874783537662e-05,4.388016938894346,1.8891591637540215
